ROE[ PSZ]	TaskID	LineNum	RepeatIndex	Node	PID	ReturnCode	Elapsed	Start	Finish	BytesOfLeakedOutput	OutputSnippet	BytesOfLeakedError	ErrorSnippet	Command
    	4	9	-1	worker6185	2628899	0	635.688	1785326455.842	1785327091.530	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry trivial --spin-symmetry trivial --U 4 --chi 48 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	33	38	-1	worker6185	2629218	0	636.684	1785326456.105	1785327092.789	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry u1 --spin-symmetry u1 --U 4 --chi 32 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	25	30	-1	worker6185	2629125	0	679.723	1785326456.016	1785327135.739	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry trivial --spin-symmetry u1 --U 4 --chi 64 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	15	20	-1	worker6185	2629018	0	697.730	1785326455.928	1785327153.658	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry u1 --spin-symmetry trivial --U 4 --chi 64 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	34	39	-1	worker6185	2629227	0	846.909	1785326456.115	1785327303.025	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry u1 --spin-symmetry u1 --U 4 --chi 48 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	35	40	-1	worker6185	2629237	0	1137.195	1785326456.120	1785327593.315	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry u1 --spin-symmetry u1 --U 4 --chi 64 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	5	10	-1	worker6185	2628898	0	1298.350	1785326455.842	1785327754.193	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry trivial --spin-symmetry trivial --U 4 --chi 64 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	26	31	-1	worker6185	2629139	0	1430.487	1785326456.027	1785327886.514	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry trivial --spin-symmetry u1 --U 4 --chi 96 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	16	21	-1	worker6185	2629023	0	1485.532	1785326455.934	1785327941.466	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry u1 --spin-symmetry trivial --U 4 --chi 96 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
R E 	29	34	-1	worker6185	2629171	137	1651.689	1785326456.058	1785328107.747	0	''	648	'/bin/bash: line 1: 2629174 Killed       ...2/logs/task_${DISBATCH_TASKID}.log 2>&1\n'	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry trivial --spin-symmetry u1 --U 4 --chi 256 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	36	41	-1	worker6185	2629249	0	1730.793	1785326456.140	1785328186.933	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry u1 --spin-symmetry u1 --U 4 --chi 96 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
R E 	8	13	-1	worker6185	2628901	137	2035.072	1785326455.862	1785328490.935	0	''	653	'/bin/bash: line 1: 2628908 Killed       ...2/logs/task_${DISBATCH_TASKID}.log 2>&1\n'	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry trivial --spin-symmetry trivial --U 4 --chi 192 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	37	42	-1	worker6185	2629258	0	2163.227	1785326456.148	1785328619.375	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry u1 --spin-symmetry u1 --U 4 --chi 128 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
    	27	32	-1	worker6185	2629143	0	3000.062	1785326456.032	1785329456.094	0	''	0	''	cd /mnt/home/ldevos/Projects/Canopy.jl/hubbard/ && JULIA_NUM_THREADS=1 /mnt/home/ldevos/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/bin/julia --project=/mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/run.jl --quench cdw --particle-symmetry trivial --spin-symmetry u1 --U 4 --chi 128 --outroot /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2 --lattice hex --size 4 4 --dt 0.05 --nsteps 32 --measure-every 8 > /mnt/home/ldevos/Projects/Canopy.jl/hubbard/scripts/hubbard_quench/results/bench2/logs/task_${DISBATCH_TASKID}.log 2>&1
